,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type
8737,70025,70025.0,Haymarket,Haymarket - Orange Line - Oak Grove,4,Oak Grove,42.363021,-71.05829,,,https://www.mbta.com/stops/place-haecl,level_-1_orange_platform,0,place-haecl,1,Boston,,,1.0
8738,70203,70203.0,Haymarket,Haymarket - Green Line - North Station & North,2,North Station & North,42.363021,-71.05829,,,https://www.mbta.com/stops/place-haecl,level_-1_green_platform,0,place-haecl,1,Boston,,,0.0
8739,70204,70204.0,Haymarket,Haymarket - Green Line - Copley & West,1,Copley & West,42.363021,-71.05829,,,https://www.mbta.com/stops/place-haecl,level_-1_green_platform,0,place-haecl,1,Boston,,,0.0
8740,8310,8310.0,Haymarket,Haymarket - Busway,,Busway,42.363096999999996,-71.058166,,,https://www.mbta.com/stops/place-haecl,level_ground,0,place-haecl,1,Boston,Haymarket Place,,3.0
8741,door-haecl-busway,,"Haymarket - RMV, Sudbury St, New Chardon St","Haymarket - RMV, Sudbury St, New Chardon St",,,42.3629,-71.058138,,,,level_in_street,2,place-haecl,1,Boston,,,
8742,door-haecl-congress,,"Haymarket - RMV, City Hall, Faneuil Hall Marketplace","Haymarket - RMV, City Hall, Faneuil Hall Marketplace",,,42.361977,-71.057805,,,,level_in_street,2,place-haecl,1,Boston,,,
8743,node-313-lobby,,Haymarket,Haymarket - Bottom of escalator from lobby to busway,,,,,,,,level_-1_green_platform,3,place-haecl,1,Boston,,,
8744,node-903-lobby,,Haymarket,Haymarket - Top of elevator between Oak Grove platform and Congress Street lobby,,,,,,,,level_ground,3,place-haecl,1,Boston,,,
8745,node-903-passage,,Haymarket,Haymarket - Mezzanine-level of elevator between Oak Grove platform and Congress Street lobby,,,,,,,,level_-0.5_passageway,3,place-haecl,1,Boston,,,
8746,node-903-platform,,Haymarket,Haymarket - Bottom of elevator between Oak Grove platform and Congress Street lobby,,,,,,,,level_-1_orange_platform,3,place-haecl,1,Boston,,,
8747,node-904-lobby,,Haymarket,Haymarket - Top of elevator between Forest Hills platform and Congress Street lobby,,,,,,,,level_ground,3,place-haecl,1,Boston,,,
8748,node-904-platform,,Haymarket,Haymarket - Bottom of elevator between Forest Hills platform and Congress Street lobby,,,,,,,,level_-1_orange_platform,3,place-haecl,1,Boston,,,
8749,node-905-passage,,Haymarket,"Haymarket - Bottom of elevator between Forest Hills platform and Green Line, busway passageway",,,,,,,,level_-2_passageway,3,place-haecl,1,Boston,,,
8750,node-905-platform,,Haymarket,"Haymarket - Top of elevator between Forest Hills platform and Green Line, busway passageway",,,,,,,,level_-1_orange_platform,3,place-haecl,1,Boston,,,
8751,node-906-green,,Haymarket,"Haymarket - Top of elevator between Green Line, busway and Orange Line passageway",,,,,,,,level_-1_green_platform,3,place-haecl,1,Boston,,,
8752,node-906-passage,,Haymarket,"Haymarket - Bottom of elevator between Green Line, busway and Orange Line passageway",,,,,,,,level_-2_passageway,3,place-haecl,1,Boston,,,
8753,node-907-passage,,Haymarket,"Haymarket - Bottom of elevator between Oak Grove platform and Green Line, busway passageway",,,,,,,,level_-2_passageway,3,place-haecl,1,Boston,,,
8754,node-907-platform,,Haymarket,"Haymarket - Top of elevator between Oak Grove platform and Green Line, busway passageway",,,,,,,,level_-1_orange_platform,3,place-haecl,1,Boston,,,
8755,node-908-lobby,,Haymarket,Haymarket - Bottom of elevator between lobby and busway,,,,,,,,level_-1_green_platform,3,place-haecl,1,Boston,,,
8756,node-haecl-busfarepaid,,Haymarket,Haymarket - Paid side of busway fare gates,,,,,,,,level_-1_green_platform,3,place-haecl,1,Boston,,,
8757,node-haecl-busfareunpaid,,Haymarket,Haymarket - Unpaid side of busway fare gates,,,,,,,,level_-1_green_platform,3,place-haecl,1,Boston,,,
8758,node-haecl-busolstair-green,,Haymarket,Haymarket - Top of stairs between busway lobby and Orange Line passageway,,,,,,,,level_-1_green_platform,3,place-haecl,1,Boston,,,
8759,node-haecl-busolstair-passage,,Haymarket,Haymarket - Bottom of stairs between busway lobby and Orange Line passageway,,,,,,,,level_-2_passageway,3,place-haecl,1,Boston,,,
8760,node-haecl-busstair-lobby,,Haymarket,Haymarket - Bottom of stairs between lobby and busway,,,,,,,,level_-1_green_platform,3,place-haecl,1,Boston,,,
8761,node-haecl-congfarepaid,,Haymarket,Haymarket - Paid side of Congress Street fare gates,,,,,,,,level_ground,3,place-haecl,1,Boston,,,
8762,node-haecl-congfareunpaid,,Haymarket,Haymarket - Unpaid side of Congress Street fare gates,,,,,,,,level_ground,3,place-haecl,1,Boston,,,
